category,uid,combined_status,baseline_asset_class,az045_asset_class,baseline_view_classes,az045_view_classes,best_view_source,best_view_name,best_view_class,best_fg_ratio,best_bbox_area_ratio,best_bbox_width,best_bbox_height,best_touches_edge,best_path,usd_path
cabinet,77d0281fa21a82ad092dd4db5aa83ce3,tiny_only_no_ok,blank,tiny,blank;blank;blank;blank,blank;blank;tiny;blank,az045,back,tiny,0.004787,0.011318,69,43,False,docs/tmp/remaining-cabinet-door-investigation/renders84/az045_scale100_elev35/cabinet/77d0281fa21a82ad092dd4db5aa83ce3/back.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/77d0281fa21a82ad092dd4db5aa83ce3/usd/77d0281fa21a82ad092dd4db5aa83ce3.usd
cabinet,80a5764eb9cfe7826affa60737878d6e,tiny_only_no_ok,tiny,tiny,blank;blank;blank;tiny,blank;blank;blank;tiny,az045,right,tiny,0.010445,0.015369,51,79,False,docs/tmp/remaining-cabinet-door-investigation/renders84/az045_scale100_elev35/cabinet/80a5764eb9cfe7826affa60737878d6e/right.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/80a5764eb9cfe7826affa60737878d6e/usd/80a5764eb9cfe7826affa60737878d6e.usd
cabinet,8534a4452085d9d13faaa7af8fc6fbdf,tiny_only_no_ok,tiny,tiny,blank;tiny;blank;blank,blank;tiny;blank;blank,az045,left,tiny,0.003822,0.010399,58,47,True,docs/tmp/remaining-cabinet-door-investigation/renders84/az045_scale100_elev35/cabinet/8534a4452085d9d13faaa7af8fc6fbdf/left.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/8534a4452085d9d13faaa7af8fc6fbdf/usd/8534a4452085d9d13faaa7af8fc6fbdf.usd
cabinet,97e4e6fdba132273eb1553b855eac208,tiny_only_no_ok,tiny,tiny,tiny;blank;blank;blank,tiny;blank;blank;blank,az045,front,tiny,0.005962,0.009750,71,36,False,docs/tmp/remaining-cabinet-door-investigation/renders84/az045_scale100_elev35/cabinet/97e4e6fdba132273eb1553b855eac208/front.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/97e4e6fdba132273eb1553b855eac208/usd/97e4e6fdba132273eb1553b855eac208.usd
cabinet,98ed5ebf9a72b42a09a1dd23017ffd61,tiny_only_no_ok,blank,tiny,blank;blank;blank;blank,blank;blank;tiny;blank,az045,back,tiny,0.009808,0.011749,77,40,False,docs/tmp/remaining-cabinet-door-investigation/renders84/az045_scale100_elev35/cabinet/98ed5ebf9a72b42a09a1dd23017ffd61/back.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/98ed5ebf9a72b42a09a1dd23017ffd61/usd/98ed5ebf9a72b42a09a1dd23017ffd61.usd
cabinet,9d4f1b6f3201ec34a50beeedc1e2fd4b,tiny_only_no_ok,tiny,tiny,blank;blank;tiny;blank,blank;tiny;blank;blank,az045,left,tiny,0.002583,0.011673,60,51,False,docs/tmp/remaining-cabinet-door-investigation/renders84/az045_scale100_elev35/cabinet/9d4f1b6f3201ec34a50beeedc1e2fd4b/left.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/9d4f1b6f3201ec34a50beeedc1e2fd4b/usd/9d4f1b6f3201ec34a50beeedc1e2fd4b.usd
cabinet,a0557ed6069e023d09f7d07fd0ee2d8c,tiny_only_no_ok,blank,tiny,blank;blank;blank;blank,blank;blank;tiny;blank,az045,back,tiny,0.002796,0.002975,30,26,True,docs/tmp/remaining-cabinet-door-investigation/renders84/az045_scale100_elev35/cabinet/a0557ed6069e023d09f7d07fd0ee2d8c/back.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/a0557ed6069e023d09f7d07fd0ee2d8c/usd/a0557ed6069e023d09f7d07fd0ee2d8c.usd
cabinet,a47e962b60da7bece253cf45e250af60,tiny_only_no_ok,tiny,blank,blank;blank;tiny;blank,blank;blank;blank;blank,baseline,back,tiny,0.006054,0.006317,69,24,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/a47e962b60da7bece253cf45e250af60/back.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/a47e962b60da7bece253cf45e250af60/usd/a47e962b60da7bece253cf45e250af60.usd
cabinet,aa4a2271947063d2ff6e91dffeefcf81,tiny_only_no_ok,blank,tiny,blank;blank;blank;blank,blank;blank;blank;tiny,az045,right,tiny,0.004665,0.008308,66,33,False,docs/tmp/remaining-cabinet-door-investigation/renders84/az045_scale100_elev35/cabinet/aa4a2271947063d2ff6e91dffeefcf81/right.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/aa4a2271947063d2ff6e91dffeefcf81/usd/aa4a2271947063d2ff6e91dffeefcf81.usd
cabinet,abd3bc4faf43927164dc0723fd61da06,tiny_only_no_ok,tiny,tiny,blank;blank;tiny;blank,blank;blank;tiny;blank,baseline,back,tiny,0.006557,0.007324,40,48,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/abd3bc4faf43927164dc0723fd61da06/back.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/abd3bc4faf43927164dc0723fd61da06/usd/abd3bc4faf43927164dc0723fd61da06.usd
cabinet,affb5e1b5b14570602e61c459d6bc7c5,tiny_only_no_ok,tiny,tiny,blank;blank;tiny;blank,blank;blank;tiny;blank,az045,back,tiny,0.009972,0.011932,46,68,False,docs/tmp/remaining-cabinet-door-investigation/renders84/az045_scale100_elev35/cabinet/affb5e1b5b14570602e61c459d6bc7c5/back.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/affb5e1b5b14570602e61c459d6bc7c5/usd/affb5e1b5b14570602e61c459d6bc7c5.usd
cabinet,baf56f14fe94ce6e51fc2fcd73877608,tiny_only_no_ok,tiny,tiny,blank;blank;blank;tiny,blank;blank;tiny;blank,az045,back,tiny,0.009045,0.015526,74,55,False,docs/tmp/remaining-cabinet-door-investigation/renders84/az045_scale100_elev35/cabinet/baf56f14fe94ce6e51fc2fcd73877608/back.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/baf56f14fe94ce6e51fc2fcd73877608/usd/baf56f14fe94ce6e51fc2fcd73877608.usd
cabinet,c803d393caa7ac5f1ff0fb53e3ff80a8,tiny_only_no_ok,blank,tiny,blank;blank;blank;blank,blank;blank;tiny;blank,az045,back,tiny,0.010651,0.011749,70,44,True,docs/tmp/remaining-cabinet-door-investigation/renders84/az045_scale100_elev35/cabinet/c803d393caa7ac5f1ff0fb53e3ff80a8/back.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/c803d393caa7ac5f1ff0fb53e3ff80a8/usd/c803d393caa7ac5f1ff0fb53e3ff80a8.usd
cabinet,d0ef1eb90058ae933c334290d1ac83fc,tiny_only_no_ok,blank,tiny,blank;blank;blank;blank,blank;blank;tiny;blank,az045,back,tiny,0.006142,0.006859,62,29,True,docs/tmp/remaining-cabinet-door-investigation/renders84/az045_scale100_elev35/cabinet/d0ef1eb90058ae933c334290d1ac83fc/back.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/d0ef1eb90058ae933c334290d1ac83fc/usd/d0ef1eb90058ae933c334290d1ac83fc.usd
cabinet,d7369035ad50d263c7bb172b208d92c2,tiny_only_no_ok,blank,tiny,blank;blank;blank;blank,tiny;blank;blank;blank,az045,front,tiny,0.001213,0.002399,37,17,False,docs/tmp/remaining-cabinet-door-investigation/renders84/az045_scale100_elev35/cabinet/d7369035ad50d263c7bb172b208d92c2/front.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/d7369035ad50d263c7bb172b208d92c2/usd/d7369035ad50d263c7bb172b208d92c2.usd
cabinet,e21d4bb1dbfcf5807d8aa4418113613c,tiny_only_no_ok,tiny,tiny,blank;blank;tiny;blank,blank;tiny;blank;blank,az045,left,tiny,0.008667,0.012779,67,50,False,docs/tmp/remaining-cabinet-door-investigation/renders84/az045_scale100_elev35/cabinet/e21d4bb1dbfcf5807d8aa4418113613c/left.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/e21d4bb1dbfcf5807d8aa4418113613c/usd/e21d4bb1dbfcf5807d8aa4418113613c.usd
cabinet,e2b8800c58a36ce26a041ea22343d54a,tiny_only_no_ok,tiny,blank,tiny;blank;blank;blank,blank;blank;blank;blank,baseline,front,tiny,0.002224,0.003128,20,41,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/e2b8800c58a36ce26a041ea22343d54a/front.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/e2b8800c58a36ce26a041ea22343d54a/usd/e2b8800c58a36ce26a041ea22343d54a.usd
cabinet,e9a4e1fc5ec5eaa27245f6a2b75993ba,tiny_only_no_ok,tiny,blank,blank;tiny;blank;blank,blank;blank;blank;blank,baseline,left,tiny,0.001114,0.001175,28,11,True,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/e9a4e1fc5ec5eaa27245f6a2b75993ba/left.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/e9a4e1fc5ec5eaa27245f6a2b75993ba/usd/e9a4e1fc5ec5eaa27245f6a2b75993ba.usd
cabinet,ebc2b84a248d43815706c0cc06013d2d,tiny_only_no_ok,blank,tiny,blank;blank;blank;blank,blank;blank;tiny;blank,az045,back,tiny,0.007187,0.008331,42,52,False,docs/tmp/remaining-cabinet-door-investigation/renders84/az045_scale100_elev35/cabinet/ebc2b84a248d43815706c0cc06013d2d/back.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/ebc2b84a248d43815706c0cc06013d2d/usd/ebc2b84a248d43815706c0cc06013d2d.usd
cabinet,f307d93cd235772ea4688ee1f9d51778,tiny_only_no_ok,tiny,tiny,blank;blank;blank;tiny,blank;blank;tiny;blank,az045,back,tiny,0.004711,0.008774,50,46,True,docs/tmp/remaining-cabinet-door-investigation/renders84/az045_scale100_elev35/cabinet/f307d93cd235772ea4688ee1f9d51778/back.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/f307d93cd235772ea4688ee1f9d51778/usd/f307d93cd235772ea4688ee1f9d51778.usd
cabinet,f54498f152adc7faea9a7bee1bb3c0a1,tiny_only_no_ok,tiny,blank,tiny;blank;blank;blank,blank;blank;blank;blank,baseline,front,tiny,0.003765,0.004280,34,33,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/f54498f152adc7faea9a7bee1bb3c0a1/front.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/f54498f152adc7faea9a7bee1bb3c0a1/usd/f54498f152adc7faea9a7bee1bb3c0a1.usd
cabinet,fd0a02a7d9f6ceba9af45e731c8231b1,tiny_only_no_ok,blank,tiny,blank;blank;blank;blank,blank;blank;tiny;blank,az045,back,tiny,0.003601,0.007004,54,34,False,docs/tmp/remaining-cabinet-door-investigation/renders84/az045_scale100_elev35/cabinet/fd0a02a7d9f6ceba9af45e731c8231b1/back.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/fd0a02a7d9f6ceba9af45e731c8231b1/usd/fd0a02a7d9f6ceba9af45e731c8231b1.usd
cabinet,fec9c1b32f7a49927df3104e714643c5,tiny_only_no_ok,tiny,blank,blank;blank;tiny;blank,blank;blank;blank;blank,baseline,back,tiny,0.005974,0.006592,36,48,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/fec9c1b32f7a49927df3104e714643c5/back.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/fec9c1b32f7a49927df3104e714643c5/usd/fec9c1b32f7a49927df3104e714643c5.usd
door,6bd5f918180b6daea2ccb7ffab245661,tiny_only_no_ok,tiny,tiny,blank;blank;blank;tiny,blank;blank;tiny;blank,az045,back,tiny,0.008003,0.014954,70,56,True,docs/tmp/remaining-cabinet-door-investigation/renders84/az045_scale100_elev35/door/6bd5f918180b6daea2ccb7ffab245661/back.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/door/6bd5f918180b6daea2ccb7ffab245661/usd/6bd5f918180b6daea2ccb7ffab245661.usd
cabinet,0968a1c333825e9d2f912db1d353b0e8,all_blank,blank,blank,blank;blank;blank;blank,blank;blank;blank;blank,baseline,front,blank,0.000000,0.000000,0,0,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/0968a1c333825e9d2f912db1d353b0e8/front.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/0968a1c333825e9d2f912db1d353b0e8/usd/0968a1c333825e9d2f912db1d353b0e8.usd
cabinet,1347473d7fe8c041e902558d24c9e375,all_blank,blank,blank,blank;blank;blank;blank,blank;blank;blank;blank,az045,front,blank,0.000984,0.001373,24,15,False,docs/tmp/remaining-cabinet-door-investigation/renders84/az045_scale100_elev35/cabinet/1347473d7fe8c041e902558d24c9e375/front.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/1347473d7fe8c041e902558d24c9e375/usd/1347473d7fe8c041e902558d24c9e375.usd
cabinet,3399337a68a2bb41b4f4ebc20590fd94,all_blank,blank,blank,blank;blank;blank;blank,blank;blank;blank;blank,baseline,front,blank,0.000000,0.000000,0,0,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/3399337a68a2bb41b4f4ebc20590fd94/front.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/3399337a68a2bb41b4f4ebc20590fd94/usd/3399337a68a2bb41b4f4ebc20590fd94.usd
cabinet,34347451d4ef792f7cd8bf986d2572e6,all_blank,blank,blank,blank;blank;blank;blank,blank;blank;blank;blank,baseline,front,blank,0.000923,0.001923,14,36,True,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/34347451d4ef792f7cd8bf986d2572e6/front.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/34347451d4ef792f7cd8bf986d2572e6/usd/34347451d4ef792f7cd8bf986d2572e6.usd
cabinet,4441e4614b32447ba28d5d9bc67f0390,all_blank,blank,blank,blank;blank;blank;blank,blank;blank;blank;blank,az045,front,blank,0.000755,0.001427,22,17,False,docs/tmp/remaining-cabinet-door-investigation/renders84/az045_scale100_elev35/cabinet/4441e4614b32447ba28d5d9bc67f0390/front.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/4441e4614b32447ba28d5d9bc67f0390/usd/4441e4614b32447ba28d5d9bc67f0390.usd
cabinet,46f0865f80677d8cfa43d88816727556,all_blank,blank,blank,blank;blank;blank;blank,blank;blank;blank;blank,az045,left,blank,0.000851,0.001892,31,16,False,docs/tmp/remaining-cabinet-door-investigation/renders84/az045_scale100_elev35/cabinet/46f0865f80677d8cfa43d88816727556/left.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/46f0865f80677d8cfa43d88816727556/usd/46f0865f80677d8cfa43d88816727556.usd
cabinet,74c84af7af82f0b63b0d2345a7e886cd,all_blank,blank,blank,blank;blank;blank;blank,blank;blank;blank;blank,az045,front,blank,0.000839,0.000927,27,9,True,docs/tmp/remaining-cabinet-door-investigation/renders84/az045_scale100_elev35/cabinet/74c84af7af82f0b63b0d2345a7e886cd/front.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/74c84af7af82f0b63b0d2345a7e886cd/usd/74c84af7af82f0b63b0d2345a7e886cd.usd
cabinet,b21321e1a2848a1a23a0152c137319cd,all_blank,blank,blank,blank;blank;blank;blank,blank;blank;blank;blank,baseline,front,blank,0.000000,0.000000,0,0,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/b21321e1a2848a1a23a0152c137319cd/front.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/b21321e1a2848a1a23a0152c137319cd/usd/b21321e1a2848a1a23a0152c137319cd.usd
cabinet,ee5e3b5379985e5884dca7d4bafcab0f,all_blank,blank,blank,blank;blank;blank;blank,blank;blank;blank;blank,baseline,front,blank,0.000000,0.000000,0,0,False,docs/tmp/bbox-rerender-selected-validation/test0_render_views_bbox_selected/cabinet/ee5e3b5379985e5884dca7d4bafcab0f/front.png,/cpfs/user/zhuzihou/assets/dedup_workspaces/test0_transitive_apply_parallel/dataset/GRScenes_assets/cabinet/ee5e3b5379985e5884dca7d4bafcab0f/usd/ee5e3b5379985e5884dca7d4bafcab0f.usd
